ID,AGE,ANNUAL_INCOME,CREDIT_SCORE,LOAN_AMOUNT,YEARS_AT_JOB,EXISTING_LOANS,DEBT_TO_INCOME_RATIO,PROBABILITY_OF_DEFAULT,TARGET
4636,45,200000,687,552307,1,0,0,0.519751154,0
4637,37,845000,596,2623115,1,1,0.074312708,0.322938699,0
4638,46,200000,501,463646,3,0,0,0.379387732,0
4639,40,424000,817,1367675,0,0,0,0.420477532,0
4640,47,200000,660,330516,0,0,0,0.52772058,0
4641,36,1150000,620,4189837,0,1,0.077551836,0.307426719,0
4642,39,200000,610,708283,0,0,0,0.44666834,0
4643,30,750000,498,2972805,9,1,0.221098538,0.343612874,0
4644,41,316000,519,1213838,1,0,0,0.534693885,0
4645,32,336000,778,803205,2,0,0,0.239096389,0
4646,28,200000,602,499637,3,1,0.825214311,0.59276033,0
4647,45,200000,652,672982,0,1,0.516763149,0.66593691,1
4648,44,220000,445,403745,0,1,0.509772892,0.757686799,1
4649,51,335000,518,765487,5,1,0.258257732,0.469091034,0
4650,36,200000,710,359270,5,2,1.110377842,0.49787491,0
4651,46,200000,687,527443,1,0,0,0.456220641,0
4652,48,444000,825,1278724,1,0,0,0.360999483,0
4653,47,445000,784,902416,4,1,0.269359931,0.368682982,0
4654,32,237000,626,371279,1,1,0.652182504,0.64216841,0
4655,43,541000,697,1784428,0,1,0.18027241,0.467673569,0
4656,46,200000,618,310002,0,1,0.603357009,0.711734793,1
4657,42,200000,855,786701,1,0,0,0.420787276,0
4658,22,1182000,764,2427849,0,0,0,0.288917172,0
4659,43,285000,666,900528,1,1,0.430288702,0.639064553,0
4660,68,300000,670,776063,4,0,0,0.315124342,0
4661,37,2137000,794,3524307,2,0,0,0.095309336,0
4662,33,200000,707,536091,0,0,0,0.486535211,0
4663,46,549000,805,1532753,1,0,0,0.307957608,0
4664,45,1199000,430,4360412,3,1,0.102677747,0.287165398,0
4665,56,200000,696,666174,0,0,0,0.422249232,0
4666,26,581000,598,986686,0,3,0.906985273,0.619491063,0
4667,50,200000,825,404581,1,1,0.402798838,0.597667628,0
4668,49,200000,804,455943,0,0,0,0.402812113,0
4669,40,379000,653,678796,8,0,0,0.241654431,0
4670,46,550000,803,1453236,2,0,0,0.158716873,0
4671,54,735000,828,2911168,1,1,0.239940705,0.363393488,0
4672,52,1102000,657,3070758,3,0,0,0.169210569,0
4673,28,252000,897,845385,1,0,0,0.42357344,0
4674,51,785000,646,2517765,0,0,0,0.294802224,0
4675,41,200000,628,724955,0,1,0.894828885,0.669593467,1
4676,42,604000,736,1231742,3,1,0.217193525,0.329475701,0
4677,42,323000,614,1093214,0,1,0.223616267,0.527695743,0
4678,40,400000,658,1481355,0,2,0.338919676,0.615831067,0
4679,56,392000,790,756079,0,0,0,0.364350686,0
4680,40,200000,651,473401,0,1,0.694560686,0.706911326,1
4681,28,200000,480,785050,3,0,0,0.381705917,0
4682,37,294000,686,1014879,5,1,0.248481114,0.360850234,0
4683,44,200000,580,441295,3,1,0.866941365,0.532182128,0
4684,56,566000,736,1646977,3,0,0,0.230678474,0
4685,49,587000,719,1473848,7,0,0,0.197288974,0
4686,31,360000,797,980968,0,2,0.356568256,0.547373458,0
4687,70,200000,740,477583,0,0,0,0.423886438,0
4688,45,929000,759,2042246,1,0,0,0.259608097,0
4689,57,1678000,583,5000000,1,2,0.152090076,0.367727275,0
4690,40,306000,730,1054584,1,1,0.566100124,0.621445123,0
4691,48,424000,846,1562394,0,1,0.404533069,0.493605031,0
4692,52,321000,581,606152,0,2,0.538541003,0.672238686,1
4693,56,432000,829,1536683,2,0,0,0.234956723,0
4694,54,240000,595,512880,7,0,0,0.388157233,0
4695,52,260000,564,667768,1,1,0.239492643,0.621749219,0
4696,38,606000,679,2274687,0,1,0.146503594,0.396915152,0
4697,35,2215000,721,5000000,3,0,0,0.086936852,0
4698,45,200000,741,398531,1,0,0,0.41088239,0
4699,53,244000,553,463519,0,0,0,0.468231619,0
4700,39,200000,693,536491,1,2,0.852252473,0.644068296,0
4701,54,1124000,581,3829109,3,0,0,0.12628607,0
4702,59,200000,501,798602,5,2,1.614858389,0.554364925,0
4703,31,200000,557,693704,2,3,2.042997875,0.537410356,0
4704,31,476000,574,1757644,1,1,0.358258969,0.563038124,0
4705,40,1289000,702,4343389,1,1,0.122232654,0.277451669,0
4706,45,487000,765,1820692,0,0,0,0.351033498,0
4707,35,322000,502,544416,8,0,0,0.371007849,0
4708,58,387000,685,1480208,3,1,0.450605296,0.428798885,0
4709,47,958000,532,2386392,0,0,0,0.300350509,0
4710,42,200000,712,760807,3,0,0,0.269436233,0
4711,24,242000,587,408818,1,1,0.260327007,0.597961285,0
4712,26,200000,544,657621,10,0,0,0.402864939,0
4713,45,200000,729,667844,5,1,0.764335883,0.462901664,0
4714,22,200000,591,798455,0,0,0,0.507232603,0
4715,54,727000,618,2487894,3,0,0,0.227311892,0
4716,40,446000,428,1095569,1,0,0,0.505079499,0
4717,70,479000,744,1385805,0,3,0.865025378,0.62001232,0
4718,69,306000,732,739411,3,2,0.941123283,0.516139558,0
4719,39,429000,650,853729,2,0,0,0.231814093,0
4720,40,200000,497,424251,0,0,0,0.52042773,0
4721,53,203000,770,417170,3,2,1.591765186,0.509666316,0
4722,62,318000,583,913308,3,0,0,0.371411132,0
4723,22,344000,604,1295298,0,0,0,0.493135146,0
4724,22,357000,881,1350108,1,0,0,0.334742264,0
4725,34,236000,579,386310,2,1,0.60378122,0.525920884,0
4726,48,200000,724,339949,0,0,0,0.485026053,0
4727,47,4601000,706,5000000,5,0,0,0.111814151,0
4728,54,606000,689,1295415,0,1,0.140634696,0.429817456,0
4729,27,389000,678,675779,0,0,0,0.437647982,0
4730,22,217000,687,536241,0,1,0.543716434,0.627079152,0
4731,52,200000,677,593862,2,1,0.554900164,0.559929537,0
4732,32,238000,644,701006,2,0,0,0.362146777,0
4733,22,349000,801,997642,1,0,0,0.392573944,0
4734,43,200000,518,469335,1,1,0.868322754,0.740017855,1
4735,51,200000,752,653227,4,0,0,0.315323745,0
4736,40,200000,732,713241,0,0,0,0.424972258,0
4737,36,323000,719,764116,0,1,0.459530126,0.574653867,0
4738,40,216000,761,370189,0,1,0.373373352,0.543749969,0
4739,37,1014000,640,2272197,0,0,0,0.327954849,0
4740,25,200000,463,368684,1,0,0,0.530237996,0
4741,33,200000,642,533679,0,0,0,0.444583094,0
4742,48,1053000,550,1989999,0,1,0.071495923,0.341845034,0
4743,45,301000,576,799790,5,1,0.381784281,0.443026224,0
4744,44,595000,525,1221241,0,1,0.195267851,0.462882216,0
4745,30,1699000,602,5000000,4,1,0.091978576,0.185013298,0
4746,39,200000,590,313784,3,2,1.699395519,0.554216999,0
4747,22,245000,412,707282,1,0,0,0.559430975,0
4748,44,209000,720,402057,2,0,0,0.323381148,0
4749,59,200000,872,300495,1,2,0.958125752,0.62616007,0
4750,24,202000,710,741946,0,0,0,0.456133002,0
4751,34,593000,629,1885039,7,0,0,0.256436639,0
4752,45,436000,644,761847,2,0,0,0.256807309,0
4753,57,468000,607,1478964,6,2,0.474888641,0.464752942,0
4754,36,200000,659,605823,5,0,0,0.319666038,0
4755,33,200000,646,536678,0,0,0,0.467577667,0
4756,22,840000,565,2140442,0,1,0.201683718,0.406197236,0
4757,43,200000,818,743534,0,0,0,0.385179233,0
4758,66,349000,501,737391,5,2,0.896544755,0.546341048,0
4759,45,310000,721,773690,5,0,0,0.285895485,0
4760,41,1000000,639,2322788,2,1,0.143232521,0.177908513,0
4761,45,643000,840,2204205,0,0,0,0.356834386,0
4762,41,200000,684,758232,0,2,0.637727308,0.677696121,1
4763,32,200000,614,724890,5,2,1.095609905,0.584234385,0
4764,51,451000,625,1575911,7,1,0.279384916,0.397679164,0
4765,44,253000,653,1003644,0,2,0.618271887,0.638074919,0
4766,42,200000,535,648572,0,0,0,0.569128921,0
4767,30,669000,573,2259637,1,2,0.34613912,0.568739149,0
4768,57,317000,471,1254371,0,1,0.319014402,0.638483129,0
4769,49,281000,557,426411,5,2,0.803479463,0.518389123,0
4770,35,541000,659,1669050,2,1,0.213122438,0.30259927,0
4771,54,200000,680,669485,3,0,0,0.353935376,0
4772,36,1100000,452,4174024,1,1,0.074312135,0.335970049,0
4773,32,200000,636,741922,1,0,0,0.501806038,0
4774,32,484000,706,1744772,0,1,0.164310419,0.473404327,0
4775,22,975000,633,3767866,4,0,0,0.113495455,0
4776,47,200000,586,568689,3,0,0,0.375157904,0
4777,22,200000,608,303460,1,3,2.642826035,0.717873962,1
4778,27,750000,595,1145726,1,2,0.181153396,0.421631112,0
4779,22,760000,586,2174814,0,2,0.4201228,0.531053378,0
4780,40,229000,667,592693,0,1,0.519536715,0.703693022,1
4781,40,200000,880,525622,2,1,0.303211423,0.380266563,0
4782,38,634000,575,1585641,2,1,0.144541366,0.31946559,0
4783,29,778000,618,2951976,1,0,0,0.340776965,0
4784,27,200000,644,479585,5,2,0.977033704,0.500293242,0
4785,47,200000,581,728113,2,2,1.034939357,0.606139996,0
4786,35,328000,759,1232349,1,1,0.518294601,0.618153652,0
4787,45,472000,412,1297412,0,2,0.437763067,0.65341654,0
4788,31,205000,596,536555,5,1,0.537851344,0.571462066,0
4789,44,494000,731,1680860,2,0,0,0.24491551,0
4790,57,200000,620,653985,0,3,2.328900418,0.666624161,1
4791,49,200000,567,464267,3,0,0,0.39869255,0
4792,37,200000,694,351274,1,1,0.722442021,0.62575696,0
4793,45,284000,740,614045,5,0,0,0.292903159,0
4794,39,209000,671,381962,7,1,0.36393525,0.467446282,0
4795,42,200000,569,447366,2,1,0.458826338,0.52568371,0
4796,38,200000,695,430910,3,1,0.327021298,0.481779866,0
4797,40,200000,609,618855,0,1,0.516142313,0.712627707,1
4798,44,601000,724,2335630,2,0,0,0.234366616,0
4799,30,831000,798,2671132,4,1,0.127379552,0.168667695,0
4800,29,781000,389,2980782,2,2,0.331986852,0.452117907,0
4801,25,200000,661,692066,2,0,0,0.314139009,0
4802,22,200000,476,663938,6,0,0,0.394437826,0
4803,27,419000,894,1062229,0,0,0,0.390615011,0
4804,43,475000,603,1098193,0,2,0.690007135,0.588568896,0
4805,31,384000,724,1388426,3,1,0.429320139,0.395275766,0
4806,48,200000,646,752696,5,3,2.449294827,0.584085443,0
4807,42,200000,569,525941,5,1,0.391901349,0.564232989,0
4808,22,261000,557,397413,3,0,0,0.376253494,0
4809,49,416000,808,1448232,5,1,0.289132299,0.340738414,0
4810,51,535000,745,1183779,3,0,0,0.218522752,0
4811,30,305000,844,465039,0,0,0,0.368137954,0
4812,47,361000,655,1268002,4,0,0,0.28468977,0
4813,31,289000,678,807331,0,0,0,0.444884938,0
4814,43,497000,623,1596874,0,0,0,0.371692335,0
4815,26,355000,621,1344287,1,0,0,0.449565821,0
4816,22,284000,545,810233,1,0,0,0.495312774,0
4817,37,210000,658,579176,1,0,0,0.494744984,0
4818,40,288000,571,641276,0,1,0.380645861,0.641570302,0
4819,37,415000,694,939138,1,0,0,0.45108496,0
4820,27,341000,667,1190552,0,0,0,0.429172849,0
4821,37,378000,678,991332,1,0,0,0.420471759,0
4822,45,898000,817,1714116,4,1,0.163850791,0.175855235,0
4823,41,340000,646,590349,5,1,0.514543177,0.469938939,0
4824,44,200000,725,536460,5,2,1.088976101,0.497683142,0
4825,33,594000,855,1581458,1,2,0.492336784,0.532051461,0
4826,56,200000,780,626729,3,0,0,0.281180874,0
4827,27,200000,765,535533,1,0,0,0.485661651,0
4828,47,363000,619,674704,0,0,0,0.464446719,0
4829,56,427000,672,1182579,3,3,0.528032639,0.434626775,0
4830,47,200000,518,753394,3,1,0.555155351,0.576077767,0
4831,39,200000,699,379720,4,0,0,0.343477875,0
4832,35,200000,677,644877,2,0,0,0.33866785,0
4833,54,200000,652,596929,0,0,0,0.521193024,0
4834,24,627000,752,2113908,5,0,0,0.217581623,0
4835,30,506000,529,949509,2,2,0.284768384,0.367235398,0
4836,37,263000,813,1013605,4,1,0.310727869,0.348792413,0
4837,56,200000,740,610483,4,1,0.667970022,0.518308203,0
4838,46,200000,642,723535,1,0,0,0.459840796,0
4839,30,963000,635,2038205,0,0,0,0.306366824,0
4840,38,457000,698,1530279,0,1,0.273181802,0.541577813,0
4841,34,200000,802,690515,0,1,0.770989039,0.640359825,0
4842,33,512000,660,1276717,0,0,0,0.393548857,0
4843,53,251000,664,617430,1,1,0.436576669,0.655174365,0
4844,25,207000,651,650909,7,2,0.95827394,0.495611944,0
4845,61,396000,828,686473,6,0,0,0.2473208,0
4846,51,200000,613,667812,3,1,0.411481436,0.529961752,0
4847,55,200000,647,321443,0,0,0,0.48577367,0
4848,36,299000,796,590966,1,1,0.561248727,0.587798016,0
4849,40,200000,664,632071,3,0,0,0.358423045,0
4850,24,490000,763,855446,0,1,0.252574883,0.47525165,0
4851,35,1442000,558,5000000,4,0,0,0.119917691,0
4852,47,200000,629,734198,7,0,0,0.382194589,0
4853,57,200000,798,613151,1,1,0.794968025,0.660771644,1
4854,28,200000,582,709528,3,1,0.680640567,0.564480515,0
4855,37,234000,634,870234,0,2,0.575133613,0.673849218,1
4856,40,200000,675,429737,3,1,0.344921977,0.508958761,0
4857,25,323000,551,1170399,0,1,0.388225498,0.66837559,1
4858,49,302000,608,600069,0,1,0.311946134,0.600111093,0
4859,33,200000,661,506671,3,0,0,0.344982056,0
4860,39,200000,654,579129,3,0,0,0.31007504,0
4861,36,350000,778,1149654,3,0,0,0.222738261,0
4862,32,303000,804,477332,1,0,0,0.383581955,0
4863,41,200000,564,445254,3,0,0,0.34131361,0
4864,39,200000,661,604259,4,2,1.532835983,0.553640512,0
4865,37,410000,717,981302,10,2,0.579964675,0.422506104,0
4866,33,842000,801,2894427,6,2,0.379280855,0.301971062,0
4867,45,344000,721,1076420,4,3,0.660637885,0.476006198,0
4868,61,200000,679,417200,3,0,0,0.312123977,0
4869,43,279000,716,520285,2,0,0,0.271622944,0
4870,53,200000,717,614523,0,1,0.499129993,0.661972057,1
4871,25,695000,557,1825186,0,2,0.299166541,0.492001796,0
4872,43,288000,669,553649,5,0,0,0.297945199,0
4873,28,200000,795,463187,4,1,0.684895668,0.508901529,0
4874,24,204000,629,460553,2,0,0,0.351933184,0
4875,33,407000,662,720524,1,0,0,0.452381571,0
4876,56,200000,625,573454,0,0,0,0.512964036,0
4877,53,209000,418,712506,1,0,0,0.589923916,0
4878,44,200000,652,587733,1,2,1.688543525,0.652835663,0
4879,23,446000,680,1590314,1,0,0,0.461345633,0
4880,39,200000,598,363784,7,3,1.714644063,0.548243712,0
4881,45,200000,534,517805,0,0,0,0.543823294,0
4882,44,200000,561,604707,2,2,1.078436183,0.580775016,0
4883,22,648000,726,2067122,1,1,0.213970949,0.438203388,0
4884,31,200000,847,647893,13,1,0.669217354,0.517248289,0
4885,41,1282000,788,4259334,5,0,0,0.059064918,0
4886,48,394000,515,1232658,1,1,0.178748204,0.543505502,0
4887,22,363000,735,630011,24,2,0.344737546,0.364918074,0
4888,40,239000,583,773945,2,0,0,0.314100214,0
4889,43,252000,591,834613,0,0,0,0.511296406,0
4890,52,211000,603,840560,2,0,0,0.296734268,0
4891,50,204000,720,659614,0,0,0,0.497982065,0
4892,48,432000,745,1389776,3,0,0,0.256985115,0
4893,32,200000,640,557406,8,1,0.577257881,0.530757172,0
4894,22,200000,641,733961,4,0,0,0.319469444,0
4895,37,200000,696,798417,0,1,0.354816367,0.572553952,0
4896,54,1691000,706,5000000,1,2,0.087007882,0.341626078,0
4897,58,432000,767,1309500,0,1,0.227542906,0.498582728,0
4898,50,352000,521,597480,1,0,0,0.471972633,0
4899,47,200000,652,663369,0,1,0.432121972,0.612609073,0
4900,46,470000,543,1537559,2,0,0,0.284068283,0
4901,35,241000,644,828779,3,0,0,0.293546763,0
4902,40,325000,627,588701,4,0,0,0.338377331,0
4903,62,200000,645,626866,0,2,1.738896672,0.706959868,1
4904,30,309000,570,691946,1,1,0.435910725,0.656930353,0
4905,61,200000,501,680135,1,0,0,0.57158411,0
4906,38,200000,440,420186,0,0,0,0.521401402,0
4907,57,519000,636,1665962,1,0,0,0.403446559,0
4908,25,200000,606,447496,1,3,1.872231844,0.71906203,1
4909,49,446000,582,679028,3,3,0.458777843,0.434791372,0
4910,33,496000,782,1529363,6,0,0,0.202601069,0
4911,25,200000,564,356634,1,0,0,0.51916648,0
4912,44,200000,791,629645,4,1,0.643206486,0.473013687,0
4913,54,219000,812,835271,0,0,0,0.422603232,0
4914,31,345000,454,1353474,6,0,0,0.373228502,0
4915,24,233000,659,486925,0,1,0.32636809,0.589469631,0
4916,40,396000,610,1395160,0,0,0,0.408268102,0
4917,40,1311000,358,3125270,0,1,0.130193735,0.396688611,0
4918,48,200000,505,750228,1,0,0,0.534367064,0
4919,53,200000,727,693744,2,1,0.89458729,0.475140669,0
4920,41,564000,851,950229,13,1,0.150598451,0.274556081,0
4921,64,1220000,740,3071767,4,1,0.089386953,0.172506683,0
4922,44,382000,682,895138,1,1,0.171220306,0.480557996,0
4923,37,200000,647,692590,2,0,0,0.367432051,0
4924,22,240000,818,606171,2,0,0,0.270652116,0
4925,38,200000,864,642294,5,0,0,0.227905093,0
4926,37,478000,591,1436910,4,0,0,0.294921185,0
4927,53,200000,450,787819,2,0,0,0.417945112,0
4928,47,204000,440,784270,3,1,0.728092175,0.560722491,0
4929,27,200000,782,513849,4,0,0,0.270778642,0
4930,44,300000,645,992683,0,0,0,0.410538399,0
4931,50,200000,668,714730,0,2,0.736651445,0.658976214,1
4932,60,314000,470,1176625,3,1,0.357710191,0.491461943,0
4933,52,273000,574,456001,5,0,0,0.353437529,0
4934,51,200000,620,451039,1,0,0,0.463237661,0
4935,42,471000,670,1083570,11,0,0,0.211925765,0
4936,46,256000,610,662045,0,0,0,0.46423012,0
4937,56,200000,546,384632,1,2,1.097886085,0.750561955,1
4938,26,2016000,571,5000000,1,0,0,0.299581187,0
4939,37,412000,770,1301110,7,1,0.375653833,0.382104244,0
4940,32,233000,674,639214,1,3,2.133572915,0.66398609,1
4941,46,959000,711,3034738,1,1,0.08443021,0.332200967,0
4942,56,1407000,560,2344208,0,0,0,0.311335823,0
4943,34,235000,354,867142,2,1,0.722092227,0.582378275,0
4944,22,366000,597,1408248,5,2,0.636912033,0.48013998,0
4945,37,200000,563,608953,1,1,0.778820886,0.68112307,1
4946,52,235000,684,870317,4,2,0.965053254,0.514036332,0
4947,48,224000,900,409609,7,1,0.570024785,0.396992947,0
4948,47,316000,719,1103984,0,2,0.622662539,0.609694994,0
4949,38,362000,900,650829,4,3,0.655825868,0.420219494,0
4950,26,444000,706,1118891,0,1,0.336901779,0.523892446,0
4951,48,332000,587,766769,0,1,0.181226329,0.564595081,0
4952,31,200000,684,592795,2,1,0.647731614,0.511122134,0
4953,68,200000,828,450757,3,1,0.818811616,0.521925753,0
4954,48,200000,832,618656,1,2,0.865532744,0.669202295,1
4955,35,208000,592,503041,0,0,0,0.530650738,0
4956,34,690000,675,2519863,7,1,0.189127974,0.323590243,0
4957,40,200000,507,616941,3,1,0.448122148,0.530726683,0
4958,39,200000,732,407649,0,1,0.808492114,0.681092317,1
4959,55,632000,805,1479084,2,1,0.164544905,0.221650492,0
4960,44,204000,653,738184,0,0,0,0.503862765,0
4961,33,406000,583,1001276,1,0,0,0.441556013,0
4962,64,236000,686,670121,2,2,0.550562377,0.491275399,0
4963,42,338000,691,1055355,2,2,0.478367053,0.522392997,0
4964,51,218000,658,516556,0,0,0,0.447155211,0
4965,34,489000,667,1092888,4,1,0.237694208,0.37635121,0
4966,46,200000,632,537627,1,2,1.303964869,0.70680055,1
4967,45,200000,749,407440,2,1,0.326805125,0.411403147,0
4968,22,350000,723,773684,0,1,0.202451047,0.498314721,0
4969,66,433000,551,716699,1,0,0,0.422377643,0
4970,57,1028000,548,2323203,0,1,0.151655245,0.420116292,0
4971,37,200000,624,460352,3,1,0.676805507,0.58881198,0
4972,28,1016000,723,3967056,1,1,0.071422467,0.31081529,0
4973,46,200000,664,594864,0,1,0.832525364,0.713608701,1
4974,43,887000,585,3076520,0,0,0,0.291511743,0
4975,46,560000,676,903528,1,3,0.530329389,0.573063528,0
4976,44,200000,616,353268,0,1,0.669610675,0.677747778,1
4977,48,353000,738,1248328,2,1,0.337335009,0.40717916,0
4978,59,256000,683,783071,1,2,1.351897283,0.626668863,0
4979,48,471000,618,931381,3,2,0.514011991,0.482588132,0
4980,29,219000,673,550125,9,2,1.599962536,0.536353203,0
4981,58,203000,781,577876,2,1,0.413404463,0.417513761,0
4982,61,920000,593,3320302,4,1,0.110287403,0.179620365,0
4983,70,245000,690,404502,4,0,0,0.262292339,0
4984,28,564000,642,1687378,7,0,0,0.271089245,0
4985,44,219000,692,721077,0,1,0.675168917,0.647684187,0
4986,22,1202000,584,4741565,5,1,0.135734922,0.182169348,0
4987,48,200000,661,703580,7,0,0,0.357476106,0
4988,35,200000,760,438113,1,2,1.363302173,0.610992236,0
4989,65,1058000,556,3463836,1,1,0.108762761,0.350890114,0
4990,32,200000,517,681638,9,1,0.580252646,0.602145334,0
4991,22,1133000,520,3766475,2,0,0,0.184049898,0
4992,36,598000,532,2123115,1,0,0,0.428566681,0
4993,22,233000,709,875922,4,2,0.93390276,0.471163008,0
4994,51,200000,509,349214,1,0,0,0.498426606,0
4995,22,263000,620,463382,0,1,0.276743551,0.596536633,0
4996,42,294000,711,1026353,2,1,0.581417255,0.441856686,0
4997,22,767000,691,1634424,2,1,0.082097352,0.247667406,0
4998,38,1120000,611,1843915,5,1,0.064871492,0.15732901,0
4999,61,200000,669,500614,1,0,0,0.468661622,0
5000,46,551000,660,1955880,5,0,0,0.218093233,0
5001,31,534000,627,969964,1,1,0.203561551,0.52659173,0
5002,41,705000,628,2241621,2,1,0.105097427,0.270706045,0
5003,42,420000,873,633796,0,0,0,0.348990847,0
5004,47,200000,730,354868,1,0,0,0.465197546,0
5005,25,233000,898,553870,5,0,0,0.230453626,0
5006,49,200000,600,341801,0,1,0.362551719,0.641578936,0
5007,22,223000,641,806090,4,0,0,0.316346553,0
5008,34,648000,516,2371794,0,0,0,0.407067479,0
5009,36,353000,569,1196291,0,1,0.41247458,0.61857082,0
5010,49,754000,840,1588074,0,0,0,0.239264108,0
5011,42,364000,597,1022154,4,1,0.253841811,0.365271352,0
5012,25,200000,841,392094,0,0,0,0.387077287,0
5013,30,200000,525,440639,3,2,1.045628912,0.550163774,0
5014,44,306000,544,853744,3,0,0,0.381213853,0
5015,41,221000,615,737595,1,0,0,0.500874865,0
5016,35,200000,643,347327,1,3,2.273885704,0.731496384,1
5017,36,200000,742,448348,1,0,0,0.436631353,0
5018,50,200000,695,763310,8,1,0.479918558,0.500474557,0
5019,35,225000,608,578881,1,0,0,0.513058656,0
5020,40,488000,636,1877421,0,0,0,0.423790208,0
5021,68,317000,618,1261184,1,1,0.353280918,0.608850375,0
5022,24,1140000,558,3210980,3,2,0.184144846,0.245214343,0
5023,22,200000,561,444022,3,0,0,0.371413531,0
5024,51,593000,752,2061826,7,1,0.112912198,0.272822255,0
5025,33,280000,467,531517,6,1,0.510567069,0.591141536,0
5026,38,501000,811,1067188,1,0,0,0.400148092,0
5027,32,200000,615,692439,1,1,0.538465156,0.739796302,1
5028,38,703000,572,1816632,4,0,0,0.225775618,0
5029,61,350000,723,701345,7,0,0,0.225072261,0
5030,51,200000,798,625562,1,0,0,0.385107478,0
5031,52,265000,761,882954,1,2,0.696446859,0.592402674,0
5032,25,216000,700,391538,6,0,0,0.270156407,0
5033,28,416000,758,912059,1,1,0.255679477,0.482941729,0
5034,22,200000,478,410638,1,0,0,0.495954127,0
5035,32,261000,597,639355,7,0,0,0.348241404,0
5036,53,382000,558,1302089,4,1,0.301442991,0.408094619,0
5037,48,276000,772,906458,0,1,0.488759836,0.620567133,0
5038,39,901000,611,2843835,1,0,0,0.281391212,0
5039,41,538000,734,815454,1,0,0,0.40360624,0
5040,33,266000,703,493525,7,2,1.185875242,0.527162549,0
5041,44,326000,563,670987,20,0,0,0.319482055,0
5042,51,350000,591,762961,4,1,0.436185069,0.531033361,0
5043,22,385000,779,718435,1,1,0.194272149,0.440362258,0
5044,45,200000,572,505157,0,1,0.434423786,0.714496518,1
5045,53,204000,662,344342,3,2,1.265331196,0.532918877,0
5046,37,200000,571,675011,1,1,0.814320808,0.692624673,1
5047,50,847000,618,2938498,3,0,0,0.140686093,0
5048,70,254000,645,745659,2,0,0,0.288631113,0
5049,40,225000,571,387958,1,0,0,0.539702927,0
5050,46,601000,553,2238849,8,0,0,0.276105274,0
5051,33,392000,678,1534323,0,2,0.856586435,0.599709556,0
5052,44,200000,565,401181,3,0,0,0.361251954,0
5053,47,251000,568,818661,1,1,0.438062579,0.633925365,0
5054,44,200000,556,720969,3,1,0.621966194,0.524550916,0
5055,29,200000,642,569921,3,2,0.879300447,0.576776465,0
5056,44,200000,744,461661,0,1,0.610011394,0.647785629,0
5057,59,227000,800,612082,1,1,0.732663853,0.612740049,0
5058,47,241000,577,670141,0,0,0,0.542323849,0
5059,53,200000,865,500318,0,1,0.863902369,0.601566735,0
5060,39,756000,549,2891402,3,0,0,0.211624213,0
5061,50,244000,758,819768,0,2,0.895639618,0.61363195,0
5062,45,277000,577,582601,1,0,0,0.494922949,0
5063,30,384000,562,1138134,0,0,0,0.472507726,0
5064,45,200000,575,644344,2,0,0,0.309952751,0
5065,30,404000,644,747557,3,1,0.362352907,0.444680728,0
5066,34,200000,707,479212,1,1,0.468590365,0.68060019,1
5067,44,200000,716,752774,2,0,0,0.322929788,0
5068,45,449000,555,1310151,5,0,0,0.339738814,0
5069,27,1027000,551,2097641,0,0,0,0.293974969,0
5070,54,515000,558,930585,3,0,0,0.25444794,0
5071,48,615000,638,1719273,1,1,0.18495594,0.477293519,0
5072,33,200000,628,573842,0,0,0,0.459522577,0
5073,23,200000,554,467207,2,1,0.580510187,0.524443821,0
5074,40,1025000,676,3152941,0,0,0,0.234328174,0
5075,36,1704000,876,2848596,5,2,0.148160007,0.144103352,0
5076,43,1075000,599,2002562,0,0,0,0.253207064,0
5077,37,200000,606,573136,0,1,0.357052727,0.619766761,0
5078,22,200000,705,330907,2,1,0.810886244,0.477918641,0
5079,37,200000,594,740454,2,0,0,0.377491015,0
5080,38,200000,716,371073,3,0,0,0.311682642,0
5081,49,243000,578,773906,0,0,0,0.467132575,0
5082,33,1138000,833,2819973,5,0,0,0.097374423,0
5083,62,236000,684,589874,9,0,0,0.338036651,0
5084,22,352000,587,1201102,2,0,0,0.318635598,0
5085,57,925000,591,2542506,4,0,0,0.149334979,0
5086,39,200000,598,662827,2,0,0,0.359294377,0
5087,52,1676000,787,4630751,0,0,0,0.281019677,0
5088,42,1611000,523,4804426,1,0,0,0.280830305,0
5089,55,238000,583,809625,0,0,0,0.472861651,0
5090,37,200000,593,603654,13,1,0.590885939,0.530830253,0
5091,28,502000,648,1525596,0,1,0.290437239,0.537856062,0
5092,59,200000,622,694609,3,2,1.115935271,0.557783106,0
5093,40,200000,500,774543,1,0,0,0.503964873,0
5094,44,850000,610,2075521,3,0,0,0.155776726,0
5095,56,801000,640,2357177,0,0,0,0.379237935,0
5096,29,308000,587,528430,4,1,0.305502005,0.475164017,0
5097,49,200000,718,479401,0,1,0.863273599,0.704093637,1
5098,34,200000,741,506024,6,0,0,0.335966299,0
5099,40,295000,642,1058487,5,1,0.506513451,0.502461798,0
5100,42,200000,673,556696,3,1,0.84129667,0.48785743,0
5101,23,200000,433,665533,0,3,1.892154938,0.768621703,1
5102,32,673000,607,1041479,0,0,0,0.364615773,0
5103,58,519000,750,1381179,5,0,0,0.212791199,0
5104,52,927000,607,3479303,0,0,0,0.308504641,0
5105,41,200000,576,412156,0,0,0,0.551651962,0
